0,0,0
1,0,0
2,69,38
3,75,41
4,43,28
5,30,22
6,0,0
7,7,0
8,5,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,35,0
16,35,15
17,56,38
18,86,45
19,55,41
20,80,37
21,52,35
22,46,35
23,66,30
24,52,32
25,40,28
26,62,24
27,43,21
28,42,27
29,33,18
30,58,27
31,50,19
32,43,17
33,35,19
34,29,21
35,22,15
36,16,15
37,11,10
38,5,5
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,,
